[400. 367.],[347. 317.],[301. 379.],[331. 318.],[345. 392.],[336. 361.],[379. 310.],[318. 364.],[387. 334.],[344. 323.],[352. 305.],[311. 369.],[398. 355.],[373. 310.],[313. 396.],[317. 350.],[328. 302.],[344. 398.],[387. 357.],[311. 355.],[303. 312.],[315. 360.],[397. 374.],[375. 379.],[324. 393.],[327. 314.],[304. 395.],[314. 339.],[363. 327.],[357. 387.],[326. 309.],[313. 356.],[300. 393.],[302. 367.],[307. 396.],[321. 357.],[398. 374.],[311. 312.],[377. 385.],[322. 399.],[343. 384.],[314. 363.],[308. 362.],[384. 335.],[341. 314.],[337. 330.],[342. 352.],[372. 390.],[339. 314.],[336. 362.]
[706.80488046 414.55732365],[681.18479043 399.65526682],[585.15089115 455.48126271],[661.43070207 406.78937848],[648.34693926 446.09593843],[661.7986436  424.82933107],[696.93888162 388.42516087],[667.0337082  431.80688004],[706.55587213 395.47902736],[675.94526372 409.20649077],[671.15554881 390.57123903],[616.66603148 447.22758601],[710.69045428 404.98628127],[682.80036193 388.86531345],[596.00412859 460.23802523],[651.31908691 422.47291918],[657.2538546  397.08526736],[631.84837014 457.930469  ],[696.44238423 413.3157348 ],[595.92995886 440.31695233],[615.4000949  431.21408656],[640.54933205 435.16213098],[684.27401934 419.21810196],[692.3487001  425.40287027],[611.88397097 461.07058559],[628.86570631 428.23121915],[589.08384674 466.45633781],[608.03896431 438.48085862],[687.94152928 408.56386703],[677.32157126 429.53436487],[651.96225856 410.303477  ],[605.56100636 447.85030911],[604.7519765  457.10574809],[593.76654699 449.66588038],[600.08417332 470.16264842],[640.27522285 423.62306089],[702.28520034 424.32768806],[642.64572372 410.79590859],[685.37325508 435.33452799],[616.28635586 468.75589542],[634.34607557 445.68057156],[622.28178853 455.59984048],[625.13745541 439.4921219 ],[699.76583024 402.69407092],[691.74749155 396.83467709],[663.79558463 415.14595973],[673.44758883 419.00546388],[665.35264169 441.13493942],[669.78197332 400.84290413],[653.49993276 434.40950026]
[707.26816973 414.36377783],[681.65893459 399.43009724],[585.61352718 455.20939111],[661.90848218 406.56333386],[648.81468658 445.79196714],[662.23028504 424.60186119],[697.37660694 388.22537829],[667.4892493  431.56758613],[706.99067827 395.28573044],[676.41097188 408.99486115],[671.60065755 390.3518005 ],[617.07798991 446.93903696],[711.13590886 404.78601988],[683.24881664 388.65659117],[596.45626449 459.96801773],[651.74913109 422.22960565],[657.70030524 396.86549626],[632.27751348 457.63637708],[696.91409183 413.13818689],[596.37552613 440.02389934],[615.83549053 430.99679196],[640.990117   434.89766086],[684.73764931 419.02875068],[692.81550148 425.21955081],[612.32490636 460.78840293],[629.30861991 427.96679051],[589.5471142  466.19236633],[608.45510862 438.20019186],[688.39567147 408.37642659],[677.78206616 429.3249125 ],[652.42939623 410.0736521 ],[605.99023026 447.5757013 ],[605.18995762 456.83545996],[594.20833995 449.36901509],[600.53807536 469.89718438],[640.70539688 423.35775908],[702.75363803 424.13314263],[643.10472791 410.5405695 ],[685.8285525  435.13653409],[616.71431171 468.47722707],[634.76933092 445.39545311],[622.7072343 455.3188267],[625.56881012 439.2160095 ],[700.20989202 402.50926468],[692.20166823 396.64392124],[664.26035128 414.92116962],[673.90643628 418.79512147],[665.80202228 440.89363583],[670.25618893 400.59384792],[653.94752175 434.15451945]
[707.73205544 414.1681418 ],[682.13240762 399.2027384 ],[586.07789628 454.93167075],[662.38506115 406.33363573],[649.28640554 445.48246558],[662.66143547 424.37058401],[697.81487549 388.02360144],[667.94382713 431.3242434 ],[707.4261087  395.09051353],[676.87608073 408.77970059],[672.04534919 390.12915671],[617.49129651 446.64524469],[711.58205005 404.58378467],[683.69721448 388.4448492 ],[596.90993359 459.69196923],[652.17792703 421.98205828],[658.14573057 396.64233956],[632.70764588 457.33681141],[697.38664394 412.95859897],[596.82174596 439.72493696],[616.27148791 430.77152054],[641.43035776 434.62785552],[685.20128374 418.83652132],[693.28246432 425.03355367],[612.76753263 460.50056958],[629.75027236 427.69675445],[590.01213791 465.92231783],[608.87208452 437.91302878],[688.8499362  408.18656526],[678.24205516 429.11234178],[652.89469409 409.84003184],[606.4207674  447.29508911],[605.62946551 456.55917851],[594.65162041 449.06624417],[600.99376776 469.62587566],[641.13430885 423.08772299],[703.22217959 423.93632713],[643.56189004 410.28116561],[686.28338814 434.93519752],[617.14364172 468.19303049],[635.19348629 445.10486551],[623.13341721 455.03169968],[626.00013329 438.9342881 ],[700.65442356 402.32257032],[692.65637682 396.45105965],[664.7239813  414.69271981],[674.36446013 418.58134386],[666.25103208 440.64821498],[670.73053565 400.3384881 ],[654.39447442 433.89469465]
[708.19669485 413.97060958],[682.60542779 398.97335794],[586.54440469 454.64829456],[662.86082109 406.10036641],[649.76180728 445.16807399],[663.09242421 424.13568145],[698.25386398 387.81993322],[668.39778489 431.07711271],[707.86231682 394.89350438],[677.34082106 408.5611422 ],[672.48992573 389.90329647],[617.90654564 446.34633261],[712.02901693 404.37973224],[684.14581825 388.23016096],[597.3655757  459.40992459],[652.60592412 421.73045427],[658.59050569 396.41585035],[633.13944845 457.03199448],[697.8600278  412.77709683],[597.26921141 439.42021847],[616.70868689 430.53839261],[641.87057576 434.35295736],[685.66513069 418.64161843],[693.74977685 424.84513972],[613.21243435 460.20711229],[630.19124648 427.4212482 ],[590.47927136 465.64620897],[609.29048613 437.61955795],[689.3045658  407.99448015],[678.70181889 428.89692161],[653.3585945 409.6027427],[606.85321065 447.00860222],[606.07110166 456.27695964],[595.0969521  448.75776075],[601.45175015 469.34861945],[641.56247534 422.81312318],[703.69099624 423.7375166 ],[644.01772635 410.0177998 ],[686.73800327 434.73084883],[617.57508467 467.9033116 ],[635.61916646 444.8090438 ],[623.56107442 454.73861929],[626.43208664 438.64713136],[701.09961542 402.13414197],[693.1118265  396.25623862],[665.18684963 414.46073534],[674.82198583 418.36431949],[666.70010137 440.39902134],[671.20511606 400.07759147],[654.84129378 433.63026143]
[708.69139145 413.75880644],[683.10774913 398.7275509 ],[587.0429736  454.34106641],[663.36581184 405.84860628],[650.27082518 444.82921477],[663.55053101 423.88222658],[698.72132892 387.60150076],[668.879738   430.81061542],[708.32686347 394.68232777],[677.83452387 408.32518344],[672.9625364  389.65967666],[618.35061473 446.02313426],[712.50498434 404.16094614],[684.62312392 387.99873032],[597.85250029 459.10362401],[653.06034542 421.45878859],[659.06279272 396.17151206],[633.60091039 456.70247175],[698.36407597 412.5822382 ],[597.74677505 439.09010651],[617.17528262 430.28195744],[642.33888243 434.05540769],[686.15849002 418.43173594],[694.24695766 424.64250852],[613.68845187 459.88900665],[630.65979694 427.12250101],[590.9785521  465.34590949],[609.73752014 437.30078446],[689.78843646 407.78810725],[679.19061356 428.66503969],[653.8505346  409.34648973],[607.31566428 446.69760222],[606.54375823 455.97041773],[595.57335687 448.42346083],[601.94168026 469.04716472],[642.01732729 422.51629047],[704.18984438 423.52422874],[644.50135991 409.73351471],[687.2211719  434.51066358],[618.03677779 467.58926817],[636.07399345 444.48894842],[624.01823054 454.42061491],[626.89273667 438.33594486],[701.57379727 401.93196258],[693.59709392 396.0470856 ],[665.67824646 414.21023509],[675.30814412 418.1301697 ],[667.17786294 440.13019007],[671.71003407 399.79472851],[655.31664682 433.3442088 ]
[709.1872857  413.54529584],[683.61009645 398.4798458 ],[587.54501413 454.02797616],[663.87074745 405.59307407],[650.78355185 444.48625359],[664.00921312 423.62513879],[699.19004727 387.38116512],[669.36172322 430.5405062 ],[708.79266656 394.46944519],[678.32840412 408.0856913 ],[673.43574704 389.41244644],[618.79829005 445.69454767],[712.98218713 403.94037425],[685.10138769 387.76412563],[598.34284309 458.7908442 ],[653.51496947 421.18301313],[659.53523584 395.92358879],[634.06579692 456.36766719],[698.86921253 412.38552983],[598.22722704 438.75391241],[617.6446878 430.0170376],[642.80836579 433.75273839],[686.65259999 418.21930753],[694.74499941 424.43773646],[614.16851407 459.56476642],[631.12907244 426.81796244],[591.48131106 465.03881799],[610.18778769 436.97534715],[690.27338107 407.57967763],[679.6799813  428.43049295],[654.34203365 409.08629601],[607.7818384  446.38025919],[607.02056679 455.65738559],[596.05369446 448.08297938],[602.43561265 468.73889919],[642.47271141 422.21464612],[704.68957856 423.3092063 ],[644.98488166 409.44494198],[687.70473507 434.28779163],[618.50263973 467.26921312],[636.53204763 444.16345323],[624.47901154 454.09632678],[627.35585377 438.01898798],[702.04932857 401.72801662],[694.0839031  395.83596823],[666.16966766 413.95593277],[675.79467705 417.89271271],[667.65667282 439.85775251],[672.21574253 399.50700723],[655.79310663 433.0534231 ]
[709.68454506 413.33029163],[684.11275454 398.23043722],[588.05111661 453.70934855],[664.37605988 405.33393572],[651.29985244 444.13988481],[664.46885222 423.36467204],[699.66022645 387.15906515],[669.8441307  430.26710303],[709.25989932 394.25500848],[678.82271552 407.84289221],[673.90989772 389.16166712],[619.2503049  445.36083845],[713.46078545 403.71821064],[685.58089346 387.52652059],[598.83724499 458.47180542],[653.97031294 420.90337306],[660.00826647 395.67221601],[634.53481945 456.02800789],[699.37546317 412.18714321],[598.71133384 438.4119567 ],[618.11763802 429.74394477],[643.27960569 433.44533091],[687.14767336 418.0045894 ],[695.24408534 424.23111829],[614.65335663 459.23464436],[631.59978032 426.5079023 ],[591.98811529 464.72514626],[610.64205288 436.64358894],[690.75962881 407.36941614],[680.17018377 428.19361281],[654.83359768 408.82236838],[608.25247669 446.05689451],[607.50227096 455.33813117],[596.53866848 447.73672291],[602.93425284 468.42398402],[642.92922631 421.90847315],[705.19034484 423.0927519 ],[645.46886179 409.15227339],[688.18893081 434.06260255],[618.97353129 466.94345215],[636.99398033 443.83298241],[624.94425242 453.76614139],[627.82219399 437.69661695],[702.52638266 401.52250947],[694.57243078 395.62307874],[666.66151948 413.6980647 ],[676.2819105  417.65220979],[668.13691213 439.58216646],[672.72237253 399.21516194],[656.27113611 432.75828635]
[710.15390077 413.12679773],[684.58636752 397.99436424],[588.53158257 453.40489289],[664.85234864 405.08701482],[651.78887376 443.81146808],[664.90262802 423.11677139],[700.10419087 386.94861631],[670.2989091  430.00710623],[709.70103262 394.05192655],[679.28847678 407.6117287 ],[674.35723678 388.92259645],[619.68021531 445.04250263],[713.91261455 403.50796928],[686.03340518 387.30050099],[599.30670245 458.1662157 ],[654.3998876  420.63696595],[660.45433239 395.4327319 ],[634.9804611  455.70447551],[699.85283106 411.99910027],[599.17084463 438.08540443],[618.56651958 429.48005505],[643.72514672 433.15219294],[687.61459787 417.80071759],[695.7148239  424.03527742],[615.11449307 458.91907391],[632.0445767 426.2114938],[592.46910345 464.42449809],[611.07364273 436.32616922],[691.21847325 407.17009311],[680.63228266 427.96896383],[655.29662496 408.57098691],[608.6998991  445.74770443],[607.96033398 455.03253981],[596.99958558 447.40643974],[603.40823687 468.12204546],[643.36023524 421.61668723],[705.66247413 422.88810243],[645.92505967 408.87348654],[688.6452818  433.84895108],[619.42183971 466.63222681],[637.43258628 443.51811349],[625.38652341 453.45066188],[628.26437554 437.38892667],[702.97667098 401.32805581],[695.03362193 395.42140892],[667.12511029 413.45260715],[676.74115935 417.42349442],[668.59036134 439.32058299],[673.19988992 398.93761441],[656.72260412 432.47717461]
[710.62471089 412.92234491],[685.06071126 397.75713038],[589.01667385 453.09624196],[665.32965491 404.83725674],[652.28094334 443.48117937],[665.33785936 422.86636083],[700.5497511  386.73688547],[670.75470667 429.74472809],[710.14367372 393.84772677],[679.75496497 407.3781307 ],[674.80591245 388.68058434],[620.1151806  444.72022938],[714.36592942 403.29673501],[686.48735192 387.07225887],[599.78084214 457.85563852],[654.83088189 420.36759054],[660.90159097 395.19050944],[635.43082441 455.37752824],[700.33114325 411.80989086],[599.63486571 437.754514  ],[619.01974356 429.20966461],[644.17314294 432.85560816],[688.08264145 417.59528197],[696.18669556 423.83829739],[615.58102585 458.59898106],[632.4917241 425.9107928],[592.95459815 464.11872008],[611.50992286 436.00394556],[691.67868582 406.96953241],[681.09532831 427.74287677],[655.76044324 408.31681252],[609.15240389 445.43402586],[608.42372737 454.7221826 ],[597.46557469 447.07216428],[603.88749736 467.81486261],[643.79307599 421.32154658],[706.13555129 422.68274491],[646.38241521 408.59155253],[689.10244558 433.63388542],[619.87590966 466.31677809],[637.87552536 443.1998022 ],[625.83384917 453.13087988],[628.71044434 437.07730683],[703.4284005  401.13271439],[695.49636803 395.21858722],[667.58967375 413.20460244],[677.20135939 417.19263789],[669.04553123 439.05714556],[673.67826034 398.65769248],[657.17598161 432.19305715]
[711.09707599 412.71710823],[685.53599017 397.5189086 ],[589.50687977 452.78381877],[665.8082829 404.584865 ],[652.77604666 443.1495521 ],[665.77481807 422.61369408],[700.99705619 386.52400848],[671.21178218 429.48026636],[710.58794133 393.64255229],[680.22237805 407.14231927],[675.25617506 388.43575196],[620.55575835 444.39437853],[714.82082854 403.08466041],[686.94294998 386.84197474],[600.26020832 457.54046624],[655.26368856 420.09550566],[661.35036769 394.94572166],[635.88638774 455.04763429],[700.81045579 411.61967775],[600.10402207 437.41971266],[619.47789185 428.93317887],[644.62401279 432.55595847],[688.55194281 417.38850373],[696.65981453 423.64041012],[616.05351792 458.27477177],[632.94178637 425.6061227 ],[593.44511693 463.80817556],[611.95153402 435.6773327 ],[692.14042379 406.76792438],[681.55952427 427.51561372],[656.22545632 408.06004365],[609.61059426 445.11626786],[608.89307224 454.40747187],[597.93722708 446.73435142],[604.37262628 467.50282132],[644.22822297 421.02333703],[706.60969762 422.47689001],[646.84138682 408.30667484],[689.56058838 433.41769186],[620.33634654 465.99757482],[638.32325609 442.87846894],[626.28685391 452.80725233],[629.1609959  436.76214369],[703.88170928 400.93663218],[695.96081612 395.01476601],[668.0554996  412.95427296],[677.66277504 416.95986419],[669.50265988 438.79220535],[674.15765688 398.3758522 ],[657.63159536 431.90627697]
[711.6008259  412.49835368],[686.04225649 397.26487596],[590.03403877 452.44814381],[666.31864698 404.3139702 ],[653.30552995 442.79626998],[666.24133316 422.34298311],[701.47448589 386.29666754],[671.699096   429.19731762],[711.06197488 393.42364123],[680.72035701 406.88945392],[675.7366994  388.17256715],[621.03081934 444.04457548],[715.30603958 402.85845124],[687.42927596 386.5951029 ],[600.77609129 457.20096528],[655.72609947 419.80369121],[661.82930729 394.68293097],[636.37685136 454.69432847],[701.32107077 411.41662788],[600.6090417  437.06005518],[619.97092253 428.63298383],[645.10679705 432.23454508],[689.05220964 417.16752035],[697.16410555 423.42938334],[616.56295479 457.92612482],[633.42402809 425.27829492],[593.97268768 463.47315924],[612.42769887 435.325787  ],[692.63307209 406.55275335],[682.05450982 427.27303361],[656.72146814 407.78438527],[610.10468126 444.77439797],[609.39951288 454.06861211],[598.44572161 446.37165426],[604.89551351 467.16620407],[644.69390274 420.70323733],[707.115064   422.25774241],[647.33162403 408.00080053],[690.04878818 433.1870029 ],[620.83347551 465.65470378],[638.80502683 442.53395997],[626.77557329 452.45949621],[629.64570795 436.42358129],[704.36550984 400.72743602],[696.45668318 394.7971464 ],[668.5522482  412.68573646],[678.15494717 416.71052669],[669.99094909 438.50920592],[674.66867649 398.0744905 ],[658.11880289 431.59878512]
[712.07645272 412.29201127],[686.51976937 397.0251651 ],[590.53522722 452.12812917],[666.80045649 404.05683761],[653.80646128 442.46327831],[666.68222819 422.08640457],[701.92560595 386.08188135],[672.15912527 428.92943933],[711.50974063 393.21694162],[681.18998926 406.64972744],[676.1906486  387.92241265],[621.48385955 443.71217663],[715.7642564  402.64502956],[687.88872319 386.36117799],[601.2671555  456.87687597],[656.16335363 419.52681031],[662.28175152 394.43348241],[636.84398817 454.35955317],[701.80249165 411.22483908],[601.08932933 436.71787625],[620.43999931 428.34499592],[645.56425743 431.92961418],[689.52424272 416.95861381],[697.63989278 423.2302724 ],[617.04879976 457.59429111],[633.88110891 424.9663397 ],[594.47464253 463.15291188],[612.8813095  434.99100064],[693.09821136 406.34956628],[682.52151017 427.04401025],[657.18972499 407.52280668],[610.57552086 444.44887216],[609.88244582 453.74562102],[598.9298316  446.02682714],[605.39405045 466.84471118],[645.13473732 420.39944327],[707.59169298 422.05136618],[647.79483111 407.7104497 ],[690.50922214 432.96923686],[621.30825226 465.3288242 ],[639.26342908 442.20735738],[627.24165639 452.12894606],[630.10665895 436.10196158],[704.82238134 400.53013654],[696.92500724 394.59168322],[669.02112575 412.43115277],[678.61943691 416.47438424],[670.45245381 438.24194921],[675.15056493 397.78982866],[658.57960934 431.30733788]
[712.58334582 412.07242377],[687.02815067 396.76998201],[591.07292748 451.78289789],[667.31386821 403.78145283],[654.34118595 442.10926058],[667.15254955 421.81199245],[702.40682591 385.85292402],[672.64923757 428.64333897],[711.98720611 392.99677617],[681.68995096 406.39324546],[676.67478038 387.65408504],[621.97164793 443.35548276],[716.2526836  402.41774905],[688.3788532  386.11103319],[601.79496968 456.5271403 ],[656.63016207 419.23037618],[662.76423814 394.16632145],[637.34645641 454.00152211],[702.31488687 411.0204585 ],[601.60461523 436.34991849],[620.94370886 428.03302532],[646.05359892 431.60314007],[690.02697782 416.73580013],[698.14659169 423.01834044],[617.57213974 457.23752034],[634.37027324 424.63124179],[595.01410903 462.8064501 ],[613.3691985  434.63083834],[693.59404026 406.13312309],[683.01904441 426.79999553],[657.68883913 407.24256375],[611.08211337 444.09848141],[610.40281213 453.39765873],[599.45016013 445.65580506],[605.93108068 466.49754641],[645.60600393 420.07393757],[708.09930069 421.83202821],[648.28906138 407.3993065 ],[690.99945602 432.73731509],[621.82048601 464.97901676],[639.75600023 441.85772575],[627.74396212 451.77408588],[630.60180477 435.75688127],[705.30959684 400.32002438],[697.42455763 394.37274404],[669.52070182 412.15861904],[679.11447263 416.22192868],[670.94488212 437.95700838],[675.66368252 397.48642913],[659.07175452 430.99544956]
